order_id,customer_email,price,transaction_id,order_date
10166,wren641@test.org,8.87,txn_100165,2026-03-10
10167,jude950@mail.com,71.06,txn_100166,2026-05-05
10168,heidi997@example.com,64.95,txn_100167,2026-07-01
10169,kevin565@shop.net,35.6,txn_100168,2026-02-27
10170,heidi970@test.org,67.41,txn_100169,2026-05-08
10171,tara522@shop.net,129.86,txn_100170,2026-05-04
10172,eli468@mail.com,33.77,txn_100171,2026-06-03
10173,gabe885@mail.com,62.95,txn_100172,2026-04-17
10174,victor274@inbox.io,113.94,txn_100173,2026-03-18
10175,luna676@inbox.io,16.14,txn_100174,2026-05-18
10176,eli341@shop.net,45.76,txn_100175,2026-04-27
10177,uma715@mail.com,33.72,txn_100176,2026-07-18
10178,aria326@example.com,164.63,txn_100177,2026-04-08
10179,yasmin508@mail.com,237.87,txn_100178,2026-06-01
10180,victor896@example.com,91.97,txn_100179,2026-04-27
10181,alice420@mail.com,196.39,txn_100180,2026-01-20
10182,eli347@shop.net,34.81,txn_100181,2026-01-21
10183,victor390@inbox.io,388.04,txn_100182,2026-07-14
10184,fiona37@inbox.io,22.61,txn_100183,2026-06-25
10185,sybil765@mail.com,78.38,txn_100184,2026-07-14
10186,owen455@example.com,27.46,txn_100185,2026-01-08
10187,charlie816@shop.net,31.88,txn_100186,2026-04-21
10188,judy544@mail.com,56.14,txn_100187,2026-02-16
10189,kevin81@mail.com,33.69,txn_100188,2026-06-24
10190,peggy935@test.org,22.41,txn_100189,2026-06-13
10191,quentin262@test.org,72.42,txn_100190,2026-04-30
10192,sybil162@inbox.io,75.89,txn_100191,2026-05-31
10193,trent707@test.org,68.4,txn_100192,2026-02-20
10194,yasmin110@test.org,47.89,txn_100193,2026-05-28
10195,sybil23@shop.net,1487.34,txn_100194,2026-03-12
10196,alice886@inbox.io,60.85,txn_100195,2026-01-13
10197,miles853@test.org,285.86,txn_100196,2026-02-28
10198,miles225@shop.net,51.57,txn_100197,2026-06-23
10199,wren644@mail.com,52.06,txn_100198,2026-01-11
10200,trent35@test.org,59.93,txn_100199,2026-01-24
10201,sybil766@shop.net,20.06,txn_100200,2026-05-19
10202,xander514@inbox.io,449.14,txn_100201,2026-03-07
10203,eli765@shop.net,176.51,txn_100202,2026-04-30
10204,eve773@mail.com,458.04,txn_100203,2026-07-05
10205,ray991@test.org,146.88,txn_100204,2026-01-24
10206,zach271@example.com,39.11,txn_100205,2026-06-22
10207,val599@shop.net,52.89,txn_100206,2026-04-06
10208,grace483@mail.com,71.32,txn_100207,2026-05-24
10209,uma227@inbox.io,52.66,txn_100208,2026-04-29
10210,sam665@shop.net,15.48,txn_100209,2026-01-10
10211,trent119@test.org,71.54,txn_100210,2026-02-04
10212,yasmin380@test.org,60.74,txn_100211,2026-05-19
10213,aria761@inbox.io,186.25,txn_100212,2026-06-17
10214,grace631@test.org,76.36,txn_100213,2026-01-09
10215,sam223@shop.net,76.29,txn_100214,2026-04-03
10216,grace558@shop.net,393.45,txn_100215,2026-01-16
10217,zach195@shop.net,484.7,txn_100216,2026-04-27
10218,frank658@mail.com,77.83,txn_100217,2026-01-13
10219,victor129@mail.com,104.62,txn_100218,2026-07-15
10220,jude601@mail.com,70.23,txn_100219,2026-03-26
10221,zoe808@mail.com,200.85,txn_100220,2026-02-07
10222,ivan257@inbox.io,93.19,txn_100221,2026-01-07
10223,ivan367@example.com,108.55,txn_100222,2026-03-24
10224,,60.63,txn_100223,2026-05-15
10225,heidi488@example.com,32.15,txn_100224,2026-06-01
10226,grace516@test.org,51.13,txn_100225,2026-07-06
10227,quinn309@inbox.io,77.3,txn_100226,2026-01-16
10228,eli437@test.org,41.77,txn_100227,2026-04-24
10229,eve330@example.com,9.93,txn_100228,2026-03-12
10230,nora562@inbox.io,125.71,txn_100229,2026-06-02
10231,harper465@shop.net,37.26,txn_100230,2026-06-29
10232,heidi739@inbox.io,131.61,txn_100231,2026-02-28
10233,aria848@shop.net,36.2,txn_100232,2026-01-25
10234,uma321@test.org,33.07,txn_100233,2026-02-09
10235,ray69@test.org,11.4,txn_100234,2026-04-21
10236,grace832@shop.net,9.5,txn_100235,2026-05-24
10237,jude687@shop.net,31.52,txn_100236,2026-06-20
10238,wren889@test.org,215.43,txn_100237,2026-03-15
10239,miles361@shop.net,43.06,txn_100238,2026-02-09
10240,quinn230@test.org,122.01,txn_100239,2026-05-23
10241,xander781@example.com,21.96,txn_100240,2026-04-20
10242,jude629@inbox.io,46.76,txn_100241,2026-06-05
10243,quinn30@shop.net,57.7,txn_100242,2026-03-21
10244,victor7@shop.net,15.74,txn_100243,2026-06-18
10245,zach146@example.com,196.62,txn_100244,2026-01-24
10246,val221@inbox.io,39.02,txn_100245,2026-02-10
10247,xander739@shop.net,75.61,txn_100246,2026-06-02
10248,frank160@example.com,51.34,txn_100247,2026-06-22
10249,frank454@shop.net,41.42,txn_100248,2026-04-24
10250,aria221@shop.net,93.66,txn_100249,2026-04-21
10251,heidi695@shop.net,41.5,txn_100250,2026-06-20
10252,trent226@example.com,49.95,txn_100251,2026-01-02
10253,nina969@shop.net,15.29,txn_100252,2026-03-07
10254,sybil123@shop.net,1.96,txn_100253,2026-02-14
10255,ivan546@test.org,140.03,txn_100254,2026-06-21
10256,wendy407@example.com,85.08,txn_100255,2026-01-05
10257,drew883@example.com,37.2,txn_100256,2026-04-14
10258,tara297@test.org,6.56,txn_100257,2026-03-25
10259,kevin472@inbox.io,190.37,txn_100258,2026-01-23
10260,blake250@example.com,35.03,txn_100259,2026-01-21
10261,zach764@shop.net,29.98,txn_100260,2026-02-13
10262,eve649@inbox.io,43.25,txn_100261,2026-07-18
10263,wendy745@shop.net,393.63,txn_100262,2026-02-07
10264,peggy150@example.com,18.01,txn_100263,2026-02-09
10265,wren182@example.com,,txn_100264,2026-04-29
10266,wren779@inbox.io,56.09,txn_100265,2026-05-25
10267,pia331@inbox.io,155.27,txn_100266,2026-02-08
10268,casey481@example.com,27.71,txn_100267,2026-03-12
10269,luna361@example.com,28.28,txn_100268,2026-04-26
10270,charlie378@example.com,89.21,txn_100269,2026-01-24
10271,nora520@inbox.io,48.52,txn_100270,2026-07-09
10272,charlie931@test.org,158.22,txn_100271,2026-03-24
10273,miles514@test.org,9.64,txn_100272,2026-01-27
10274,victor517@example.com,7.94,txn_100273,2026-07-01
10275,casey537@test.org,16.91,txn_100274,2026-04-06
10276,sybil419@test.org,161.47,txn_100275,2026-01-14
10277,owen68@shop.net,46.85,txn_100276,2026-04-09
10278,sybil742@shop.net,195.73,txn_100277,2026-06-04
10279,judy84@shop.net,15.61,txn_100278,2026-03-31
10280,trent133@test.org,75.35,txn_100279,2026-03-21
10281,jude659@test.org,177.58,txn_100280,2026-06-21
10282,sam96@inbox.io,36.76,txn_100281,2026-04-03
10283,bob317@shop.net,21.06,txn_100282,2026-07-16
10284,fiona232@mail.com,732.42,txn_100283,2026-03-17
10285,grace790@inbox.io,60.4,txn_100284,2026-05-15
10286,charlie898@shop.net,95.73,txn_100285,2026-04-07
10287,judy186@mail.com,172.53,txn_100286,2026-02-12
10288,uri45@test.org,55.73,txn_100287,2026-03-02
10289,casey292@inbox.io,174.06,txn_100288,2026-03-01
10290,iris317@mail.com,435.31,txn_100289,2026-02-19
10291,xander452@inbox.io,26.13,txn_100290,2026-04-08
10292,gabe429@inbox.io,445.07,txn_100291,2026-06-04
10293,ivan54@shop.net,70.56,txn_100292,2026-05-22
10294,grace872@inbox.io,11.29,txn_100293,2026-02-11
10295,romeo928@test.org,67.33,txn_100294,2026-01-24
10296,oscar906@test.org,7.0,txn_100295,2026-01-14
10297,zach383@inbox.io,79.59,txn_100296,2026-04-06
10298,oscar327@example.com,451.75,txn_100297,2026-06-16
10299,victor141@mail.com,73.8,txn_100298,2026-05-01
10300,sam778@mail.com,133.83,txn_100299,2026-01-02
10301,frank263@example.com,16.21,txn_100300,2026-07-06
10302,miles434@inbox.io,26.61,txn_100301,2026-03-19
10303,heidi245@example.com,64.54,txn_100302,2026-04-28
10304,eve857@example.com,379.02,txn_100303,05/01/2026
10305,owen589@inbox.io,15.77,txn_100304,2026-04-20
10306,alice362@inbox.io,36.24,txn_100305,2026-06-20
10307,quinn537@example.com,601.52,txn_100306,2026-05-15
10308,iris806@inbox.io,3765.19,txn_100307,2026-04-10
10309,eli651@example.com,33.0,txn_100308,2026-07-11
10310,bob808@shop.net,23.08,txn_100309,2026-06-18
10311,owen791@example.com,61.75,txn_100310,2026-02-04
10312,charlie560@shop.net,53.21,txn_100311,2026-07-19
10313,ray713@test.org,18.67,txn_100312,2026-02-04
10314,eve38@test.org,8.29,txn_100313,2026-02-21
10315,charlie956@shop.net,34.87,txn_100314,2026-05-20
10316,eli38@shop.net,102.93,txn_100315,2026-04-02
10317,zoe887@example.com,25.49,txn_100316,2026-04-05
10318,blake762@test.org,76.74,txn_100317,2026-03-28
10319,laura709@test.org,74.32,txn_100318,2026-05-13
10320,romeo745@example.com,37.3,txn_100319,2026-02-16
10321,iris329@shop.net,29.59,txn_100320,2026-03-17
10322,trent618@test.org,100.0,txn_100321,2026-04-24
10323,wendy44@test.org,189.39,txn_100322,2026-06-07
10324,blake655@shop.net,1921.86,txn_100323,2026-01-20
10325,quinn373@test.org,61.24,txn_100324,2026-02-10
10326,bob870@mail.com,63.6,txn_100325,2026-01-09
10327,ivan242@example.com,123.96,txn_100326,2026-04-09
10328,kai620@example.com,38.74,txn_100327,2026-04-05
10329,xander782@test.org,15.33,txn_100328,2026-04-04
10330,zach666@shop.net,77.04,txn_100329,2026-01-07
10331,val512@mail.com,73.52,txn_100330,2026-01-31
10332,quentin721@shop.net,79.73,txn_100331,2026-03-15
10333,sam205@test.org,68.96,txn_100332,2026-04-26
10334,laura90@test.org,196.11,txn_100333,2026-03-23
10335,quinn727@shop.net,45.66,txn_100334,2026-03-18
10336,kevin813@mail.com,21.82,txn_100335,2026-02-21
10337,ivan810@mail.com,32.07,txn_100336,2026-05-27
10338,xander823@test.org,694.66,txn_100337,2026-01-23
10339,eve408@shop.net,1578.3,txn_100338,2026-05-15
10340,aria844@test.org,14.4,txn_100339,2026-07-25
10341,pia461@example.com,43.8,txn_100340,2026-02-02
10342,zoe656@inbox.io,62.58,txn_100341,2026-02-03
10343,blake933@inbox.io,179.77,txn_100342,2026-05-13
10344,judy169@shop.net,75.11,txn_100343,2026-02-27
10345,wendy917@inbox.io,10.91,txn_100344,2026-02-20
10346,owen282@inbox.io,27.71,txn_100345,2026-05-17
10347,frank657@inbox.io,75.62,txn_100346,2026-02-09
10348,kevin738@inbox.io,301.29,txn_100347,2026-05-25
10349,charlie84@example.com,53.11,txn_100348,2026-05-28
10350,quentin786@mail.com,51.36,txn_100349,2026-01-08
10351,fiona297@inbox.io,27.66,txn_100350,2026-03-04
10352,ray305@test.org,56.65,txn_100351,2028-10-06
10353,casey496@test.org,30.51,txn_100352,2026-02-06
10354,uma752@shop.net,1018.06,txn_100353,2026-04-13
10355,ivan528@shop.net,28.93,txn_100354,2026-04-30
10356,heidi461@shop.net,12.26,txn_100355,2026-03-16
10357,yasmin429@inbox.io,1.95,txn_100356,2026-02-10
10358,uma739@inbox.io,62.23,txn_100357,2026-05-08
10359,gabe511@test.org,139.68,txn_100358,2026-01-24
10360,zach469@inbox.io,264.54,txn_100359,2026-04-01
10361,david289@example.com,0,txn_100360,2026-06-17
10362,ray293@test.org,68.54,txn_100361,2026-04-21
10363,ivan745@shop.net,35.24,txn_100362,2026-01-12
10364,zach584@example.com,32.19,txn_100363,2026-03-15
10365,eve517@test.org,46.24,txn_100364,2026-06-09
10366,ray122@inbox.io,12.25,txn_100365,2026-04-06
10367,victor962@inbox.io,15.82,txn_100366,04/06/2026
10368,gabe513@test.org,7.92,txn_100367,2026-07-02
10369,victor532@test.org,50.47,txn_100368,2026-05-12
10370,ivan954@shop.net,17.19,txn_100369,2026-06-07
10371,val608@shop.net,67.12,txn_100370,2026-05-17
10372,fiona307@inbox.io,6.25,txn_100371,2026-03-26
10373,ray427@example.com,64.76,txn_100372,2026-07-05
10374,sam612@example.com,77.53,txn_100373,2026-07-20
10375,zoe592@inbox.io,0.45,txn_100374,2026-05-03
10376,kevin645@inbox.io,172.95,txn_100375,2026-04-08
10377,judy33@mail.com,57.54,txn_100376,2026-02-18
10378,bob322@test.org,35.97,txn_100377,2026-02-22
10379,aria794@inbox.io,40.37,txn_100378,2026-07-08
10380,uri723@example.com,20.55,txn_100379,2026-03-25
10381,quinn539@test.org,76.75,txn_100380,2026-04-28
10382,iris560@shop.net,62.9,txn_100381,2026-07-04
10383,ray625@shop.net,76.8,txn_100382,2026-03-13
10384,jude231@shop.net,494.68,txn_100383,2026-07-17
10385,sybil707@mail.com,118.04,txn_100384,2026-03-31
10386,jude295@shop.net,55.75,txn_100385,2026-04-08
10387,zach978@shop.net,97.58,txn_100386,2026-01-11
10388,sybil355@example.com,396.79,txn_100387,2026-07-11
10389,eli207@mail.com,112.54,txn_100388,2026-05-24
10390,sam141@shop.net,60.57,txn_100389,2026-03-03
10391,peggy686@example.com,267.7,txn_100390,2026-03-01
10392,david424@example.com,40.43,txn_100391,2026-06-24
10393,zoe6@mail.com,493.37,txn_100392,2026-02-10
10394,aria489@test.org,61.69,txn_100393,2026-03-15
10395,uma662@shop.net,62.65,txn_100394,2026-06-16
10396,kai548@mail.com,182.04,txn_100395,2026-01-10
10397,laura904@test.org,192.07,txn_100396,2026-01-10
10398,zach191@test.org,488.64,txn_100397,2026-03-16
10399,charlie306@example.com,13.05,txn_100398,2026-03-27
10400,sybil657@test.org,42.04,txn_100399,2026-02-04
10401,gabe280@test.org,13.45,txn_100400,2026-02-11
10402,uri664@test.org,18.96,txn_100401,2026-07-08
10403,victor582@shop.net,19.49,txn_100402,2026-06-06
10404,owen847@test.org,29.59,txn_100403,2026-04-13
10405,quinn190@example.com,1216.18,txn_100404,2026-03-05
10406,alice393@shop.net,61.53,txn_100405,2026-03-26
10407,trent741@inbox.io,24.62,txn_100406,2026-04-03
10408,sam64@mail.com,39.9,txn_100407,2026-02-10
10409,zach946@inbox.io,164.43,txn_100408,2026-03-21
10410,sam655@example.com,288.51,txn_100409,2026-06-07
10411,oscar981@mail.com,16.49,txn_100410,2026-07-11
10412,miles426@shop.net,189.54,txn_100411,2026-07-13
10413,iris781@mail.com,61.61,txn_100412,2026-01-21
10414,harper541@test.org,89.37,txn_100413,2026-05-25
10415,heidi849@example.com,42.91,txn_100414,2026-05-27
10416,iris169@mail.com,44.03,txn_100415,2026-01-30
10417,ray735@mail.com,11.82,txn_100416,2026-05-11
10418,casey465@example.com,36.16,txn_100417,2026-05-25
10419,david474@inbox.io,28.11,txn_100418,2026-01-06
10420,zach837@shop.net,21.34,txn_100419,2026-01-19
10421,charlie353@test.org,144.94,txn_100420,2026-01-16
10422,eve33@test.org,18.5,txn_100421,2026-02-04
10423,zoe384@test.org,1073.72,txn_100422,2026-04-07
10424,yasmin700@example.com,462.37,txn_100423,2026-02-04
10425,pia122@shop.net,45.29,txn_100424,2026-05-16
10426,ivan855@mail.com,6.71,txn_100425,2026-03-18
10427,drew435@inbox.io,66.75,txn_100426,2026-03-05
10428,drew159@shop.net,75.31,txn_100427,2026-07-05
10429,wren33@example.com,,txn_100428,2026-07-16
10430,bob212@mail.com,49.55,txn_100429,2026-04-25
10431,miles251@example.com,128.27,txn_100430,2026-03-01
10432,iris773@mail.com,86.77,txn_100431,2026-05-09
10433,sybil836@mail.com,372.83,txn_100432,2026-05-28
10434,miles243@shop.net,15.74,txn_100433,2026-06-19
10435,harper424@mail.com,9.57,txn_100434,2026-06-01
10436,val642@mail.com,46.69,txn_100435,2026-01-13
10437,wendy805@test.org,57.22,txn_100436,2026-04-15
10438,judy386@shop.net,45.34,txn_100437,2026-03-03
10439,oscar879@shop.net,176.69,txn_100438,2026-01-15
10440,jude992@test.org,44.75,txn_100439,2026-04-10
10441,peggy209@shop.net,10.93,txn_100440,2026-04-26
10442,xander549@example.com,102.86,txn_100441,2026-03-10
10443,yasmin618@inbox.io,10.46,txn_100442,2026-07-14
10444,luna223@inbox.io,70.21,txn_100443,2026-03-27
10445,trent217@example.com,488.62,txn_100444,2026-01-31
10446,val937@test.org,50.33,txn_100445,2026-02-22
10447,zach566@mail.com,26.23,txn_100446,2026-04-30
10448,iris316@shop.net,43.46,txn_100447,2026-05-08
10449,drew823@example.com,1204.24,txn_100448,2026-03-23
10450,nina321@shop.net,47.19,txn_100449,2026-02-26
10451,val17@mail.com,75.11,txn_100450,2026-05-29
10452,uri303@test.org,29.74,txn_100451,2026-04-08
10453,kai512@mail.com,75.76,txn_100452,2026-03-28
10454,quentin990@test.org,168.75,txn_100453,2026-04-28
10455,kevin174@shop.net,45.99,txn_100454,2026-02-17
10456,iris537@example.com,68.5,txn_100455,2026-06-21
10457,david423@example.com,52.3,txn_100456,2026-01-18
10458,tara10@mail.com,39.2,txn_100457,2026-01-16
10459,nora935@inbox.io,41.59,txn_100458,2026-01-02
10460,iris422@inbox.io,44.71,txn_100459,2026-03-12
10461,iris18@shop.net,57.34,txn_100460,2026-04-21
10462,laura941@example.com,16.17,txn_100461,2026-02-19
10463,nora259@inbox.io,112.08,txn_100462,2026-04-12
10464,frank983@shop.net,47.38,txn_100463,2026-06-28
10465,oscar701@shop.net,89.67,txn_100464,2026-06-16
10466,wren96@example.com,33.29,txn_100465,2026-05-02
10467,david720@example.com,42.49,txn_100466,2026-04-22
10468,pia580@shop.net,1960.76,txn_100467,2026-05-16
10469,charlie217@mail.com,407.69,txn_100468,2026-05-26
10470,eli48@shop.net,405.33,txn_100469,2026-03-13
10471,iris674@inbox.io,74.66,txn_100470,2026-03-22
10472,bob602@mail.com,66.55,txn_100471,2026-04-12
10473,eve167@shop.net,47.5,txn_100472,2026-04-10
10474,ray340@inbox.io,60.48,txn_100473,2026-06-26
10475,uri513@example.com,121.5,txn_100474,2026-01-26
10476,blake859@mail.com,50.39,txn_100475,2026-06-07
10477,miles993@test.org,83.56,txn_100476,2026-03-11
10478,casey234@test.org,75.59,txn_100477,2026-04-21
10479,laura677@inbox.io,62.91,txn_100478,2026-03-17
10480,peggy85@example.com,33.5,txn_100479,2026-07-20
10481,owen758@mail.com,,txn_100480,2026-01-24
